EC	modelRxn	kcat_1/sec	KeggID		Commentary	Organism	LigandStructureID	literature	EC_KeggID	tax_dist
5.1.3.1		0.138	C00199	cpd:C00199   D-Ribulose 5-phosphate	pH 8.0, 25&degC, wild-type enzyme	Spinacia oleracea	371	2239	5.1.3.1C00199	7
5.1.3.1		7100	C00199	cpd:C00199   D-Ribulose 5-phosphate	wild-type enzyme	Spinacia oleracea	371	651933	5.1.3.1C00199	7
2.2.1.1		0.0187	C00231	cpd:C00231   D-Xylulose 5-phosphate	wild-type enzyme	Spinacia oleracea	524	2239	2.2.1.1C00231	7
3.5.1.1		178.6	C00152	cpd:C00152   L-Asparagine; 2-Aminosuccinamic acid		Withania somnifera	231	699399	3.5.1.1C00152	7
2.6.1.2		12.11	C00041	cpd:C00041   L-Alanine; L-2-Aminopropionic acid; L-alpha-Alanine	cofactor: 2-oxoglutarate, 25&Acirc&degC, pH 8.0	Hordeum vulgare	97	721437	2.6.1.2C00041	10
2.6.1.2		12.11	C00026	cpd:C00026   2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid	cofactor: L-alanine, 25&Acirc&degC, pH 8.0	Hordeum vulgare	32	721437	2.6.1.2C00026	10
2.6.1.2		25.62	C00025	cpd:C00025   L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	cofactor: pyruvate, 25&Acirc&degC, pH 8.0	Hordeum vulgare	38	721437	2.6.1.2C00025	10
1.8.1.9		2.25	C00343	cpd:C00343   Thioredoxin disulfide; Oxidized thioredoxin; Thioredoxin sulfide	pH 7.4, HvNTR1	Hordeum vulgare	NaN	689609	1.8.1.9C00343	10
1.8.1.9		3.26	C00343	cpd:C00343   Thioredoxin disulfide; Oxidized thioredoxin; Thioredoxin sulfide	pH 7.4, HvNTR2	Hordeum vulgare	NaN	689609	1.8.1.9C00343	10
2.6.1.2		25.62	C00022	cpd:C00022   Pyruvate; Pyruvic acid; 2-Oxopropanoate; 2-Oxopropanoic acid; Pyroracemic acid	cofactor: L-glutamate, 25&Acirc&degC, pH 8.0	Hordeum vulgare	29	721437	2.6.1.2C00022	10
1.1.1.86		1.4	C00900	cpd:C00900   2-Acetolactate	at pH 8.0, temperature not specified in the publication	Oryza sativa	1663	738067	1.1.1.86C00900	10
2.7.4.6		14.2	C00459	cpd:C00459   dTTP; Deoxythymidine triphosphate; Deoxythymidine 5'-triphosphate; TTP	isozyme NDPK2, in 4 mM Tris-HCl, pH 7.5, 100 mM KCl, 25 mM MgCl2, at 25&degC	Oryza sativa	137	721870	2.7.4.6C00459	10
2.7.4.6		33.5	C00459	cpd:C00459   dTTP; Deoxythymidine triphosphate; Deoxythymidine 5'-triphosphate; TTP	isozyme NDPK3, in 4 mM Tris-HCl, pH 7.5, 100 mM KCl, 25 mM MgCl2, at 25&degC	Oryza sativa	137	721870	2.7.4.6C00459	10
2.7.4.6		55	C00459	cpd:C00459   dTTP; Deoxythymidine triphosphate; Deoxythymidine 5'-triphosphate; TTP	isozyme NDPK1, in 4 mM Tris-HCl, pH 7.5, 100 mM KCl, 25 mM MgCl2, at 25&degC	Oryza sativa	137	721870	2.7.4.6C00459	10
1.2.1.12		73.56	C00236	cpd:C00236   3-Phospho-D-glyceroyl phosphate; 1,3-Bisphospho-D-glycerate; (R)-2-Hydroxy-3-(phosphonooxy)-1-monoanhydride with phosphoric propanoic acid; D-Glycerate 1,3-diphosphate	wild type enzyme, in 80 mM triethanolamine, 3.3 mM L-cysteine HCl, 1.7 mM MgSO4, 0.5 mM EDTA, pH 7.6, at 25&Acirc&degC	Oryza sativa	462	726190	1.2.1.12C00236	10
4.1.3.27		0.0124	C00251	cpd:C00251   Chorismate; Chorismic acid; (3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate	alpha-subunit OASA1D (N323D, cosubstrate: NH4+)	Oryza sativa	182	666602	4.1.3.27C00251	10
4.1.3.27		0.0185	C00251	cpd:C00251   Chorismate; Chorismic acid; (3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate	alpha-subunit OASA1, cosubstrate: NH4+	Oryza sativa	182	666602	4.1.3.27C00251	10
4.1.3.27		0.079	C00251	cpd:C00251   Chorismate; Chorismic acid; (3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate	reconstituted enzyme OASA2-OASB1, cosubstrate: NH4+	Oryza sativa	182	666602	4.1.3.27C00251	10
4.1.3.27		0.225	C00251	cpd:C00251   Chorismate; Chorismic acid; (3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate	pH 8.3, 32&degC, wild-type enzyme, anthranilate synthase alpha-subunit OASA2	Oryza sativa	182	666639	4.1.3.27C00251	10
4.1.3.27		0.228	C00251	cpd:C00251   Chorismate; Chorismic acid; (3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate	reconstituted enzyme OASA1D(N323D)-OASB1, cosubstrate: NH4+	Oryza sativa	182	666602	4.1.3.27C00251	10
4.1.3.27		0.24	C00251	cpd:C00251   Chorismate; Chorismic acid; (3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate	reconstituted enzyme OASA2-OASB1, cosubstrate: L-Gln	Oryza sativa	182	666602	4.1.3.27C00251	10
4.1.3.27		0.27	C00251	cpd:C00251   Chorismate; Chorismic acid; (3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate	reconstituted enzyme OASA1-OASB1, cosubstrate: NH4+	Oryza sativa	182	666602	4.1.3.27C00251	10
4.1.3.27		0.48	C00251	cpd:C00251   Chorismate; Chorismic acid; (3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate	reconstituted enzyme OASA1D(N323D)-OASB1, cosubstrate: L-Gln	Oryza sativa	182	666602	4.1.3.27C00251	10
4.1.3.27		0.58	C00251	cpd:C00251   Chorismate; Chorismic acid; (3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate	reconstituted enzyme OASA1-OASB1, cosubstrate: L-Gln	Oryza sativa	182	666602	4.1.3.27C00251	10
1.4.7.1	GluSFd_h	137	C00064 	cpd:C00064   L-Glutamine; L-2-Aminoglutaramic acid	reconstituted enzyme OASA1-OASB1, cosubstrate: L-Gln	Oryza sativa	96	392018	1.4.7.1C00064 	10
2.7.4.6		17.9	C00044 	cpd:C00044   GTP; Guanosine 5'-triphosphate	isozyme NDPK3, in 4 mM Tris-HCl, pH 7.5, 100 mM KCl, 25 mM MgCl2, at 25&degC	Oryza sativa	35	721870	2.7.4.6C00044 	10
2.7.4.6		27.7	C00044 	cpd:C00044   GTP; Guanosine 5'-triphosphate	isozyme NDPK2, in 4 mM Tris-HCl, pH 7.5, 100 mM KCl, 25 mM MgCl2, at 25&degC	Oryza sativa	35	721870	2.7.4.6C00044 	10
2.7.4.6		49.4	C00044 	cpd:C00044   GTP; Guanosine 5'-triphosphate	isozyme NDPK1, in 4 mM Tris-HCl, pH 7.5, 100 mM KCl, 25 mM MgCl2, at 25&degC	Oryza sativa	35	721870	2.7.4.6C00044 	10
1.11.1.6		80000	C00027	cpd:C00027   Hydrogen peroxide; H2O2; Oxydol	pH 7.0, 25&Acirc&degC	Oryza sativa	20	725581	1.11.1.6C00027	10
1.1.1.86		4.5	C00168	cpd:C00168   Hydroxypyruvate; Hydroxypyruvic acid; 3-Hydroxypyruvate; 3-Hydroxypyruvic acid	at pH 8.0, temperature not specified in the publication	Oryza sativa	326	738067	1.1.1.86C00168	10
3.1.3.12	TPP_c	0.03	C00689	cpd:C00689   alpha,alpha'-Trehalose 6-phosphate; Trehalose 6-phosphate	in 50mM Tris /HCl buffer with 2mM MgCl2, at 37&Acirc&degC	Oryza sativa	1144	679760	3.1.3.12C00689	10
3.1.3.12	TPP_c	6.52	C00689	cpd:C00689   alpha,alpha'-Trehalose 6-phosphate; Trehalose 6-phosphate	in 50mM Tris /HCl buffer with 2mM MgCl2, at 37&Acirc&degC	Oryza sativa	1144	679760	3.1.3.12C00689	10
2.6.1.4		132.9	C00041	cpd:C00041   L-Alanine; L-2-Aminopropionic acid; L-alpha-Alanine	cosubstrate glyoxylate, pH 7.6, 30&degC	Oryza sativa Japonica Group	97	738913	2.6.1.4C00041	10
2.6.1.4		140.6	C00041	cpd:C00041   L-Alanine; L-2-Aminopropionic acid; L-alpha-Alanine	cosubstrate 2-oxoglutarate, pH 7.6, 30&degC	Oryza sativa Japonica Group	97	738913	2.6.1.4C00041	10
2.6.1.4		144.9	C00025	cpd:C00025   L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	cosubstrate glyoxylate, pH 7.6, 30&degC	Oryza sativa Japonica Group	38	738913	2.6.1.4C00025	10
2.7.4.8		23	C00144	cpd:C00144   GMP; Guanosine 5'-phosphate; Guanosine monophosphate; Guanosine 5'-monophosphate; Guanylic acid	recombinant chloroplast isozyme, pH 7.5, 30&degC	Oryza sativa Japonica Group	150	738614	2.7.4.8C00144	10
2.7.4.8		70	C00144	cpd:C00144   GMP; Guanosine 5'-phosphate; Guanosine monophosphate; Guanosine 5'-monophosphate; Guanylic acid	recombinant cytosolic isozyme, pH 7.5, 30&degC	Oryza sativa Japonica Group	150	738614	2.7.4.8C00144	10
1.2.1.12		122	C00003	cpd:C00003   NAD+; NAD; Nicotinamide adenine dinucleotide; DPN; Diphosphopyridine nucleotide; Nadide; beta-NAD+	wild-type, pH 8.8, 25&Acirc&degC	Oryza sativa Japonica Group	4	726190	1.2.1.12C00003	10
1.2.1.12		73.6	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	wild-type, pH 8.8, 25&Acirc&degC	Oryza sativa Japonica Group	3	726190	1.2.1.12C00004	10
1.1.1.82		1520	C00036	cpd:C00036   Oxaloacetate; Oxalacetic acid; Oxaloacetic acid; 2-Oxobutanedioic acid; 2-Oxosuccinic acid; keto-Oxaloacetate	wild-type enzyme	Sorghum sp.	53	287428	1.1.1.82C00036	10
2.6.1.1		4.6	C00049 	cpd:C00049   L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid; L-Asp	allozyme AAT-3c, pH 7.5, 25&degC	Triticum aestivum	91	738026	2.6.1.1C00049 	10
2.6.1.1		4.9	C00049 	cpd:C00049   L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid; L-Asp	allozyme AAT-3a, pH 7.5, 25&degC	Triticum aestivum	91	738026	2.6.1.1C00049 	10
2.6.1.1		7	C00049 	cpd:C00049   L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid; L-Asp	allozyme AAT-3b, pH 7.5, 25&degC	Triticum aestivum	91	738026	2.6.1.1C00049 	10
2.6.1.1		88.5	C00049 	cpd:C00049   L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid; L-Asp	allozyme AAT-2c, pH 7.5, 25&degC	Triticum aestivum	91	738026	2.6.1.1C00049 	10
2.6.1.1		89.6	C00049 	cpd:C00049   L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid; L-Asp	allozyme AAT-2a, pH 7.5, 25&degC	Triticum aestivum	91	738026	2.6.1.1C00049 	10
2.6.1.1		103.8	C00049 	cpd:C00049   L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid; L-Asp	allozyme AAT-2b, pH 7.5, 25&degC	Triticum aestivum	91	738026	2.6.1.1C00049 	10
2.1.3.2		47.2	C00169	cpd:C00169   Carbamoyl phosphate	allozyme AAT-2b, pH 7.5, 25&degC	Triticum aestivum	368	485878	2.1.3.2C00169	10
3.1.3.11		22.9	C00354	cpd:C00354   D-Fructose 1,6-bisphosphate	pH 8.8, 25&degC, recombinant enzyme	Triticum aestivum	100	653727	3.1.3.11C00354	10
1.1.1.37		4729	C00149	cpd:C00149   (S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid; Malate; Malic acid	pH 7.5	Triticum aestivum	246	654907	1.1.1.37C00149	10
1.18.1.2		104	C00524	cpd:C00524   Cytochrome c; Holocytochrome c	wild-type, pH 7.5, temperature not specified in the publication	Triticum aestivum	268	726960	1.18.1.2C00524	10
1.9.3.1		1000	C00524	cpd:C00524   Cytochrome c; Holocytochrome c	wild-type, pH 7.5, temperature not specified in the publication	Triticum aestivum	79	396011	1.9.3.1C00524	10
2.7.1.4	FrcK_c	494	C00095	cpd:C00095   D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose	pH 8.5, 30&degC	Zea mays	111	663163	2.7.1.4C00095	10
2.7.1.4	FrcK_c	8897	C00095	cpd:C00095   D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose	pH 8.5, 30&degC	Zea mays	111	663163	2.7.1.4C00095	10
1.1.1.40		13.5	C00003	cpd:C00003   NAD+; NAD; Nicotinamide adenine dinucleotide; DPN; Diphosphopyridine nucleotide; Nadide; beta-NAD+	wild-type enzyme, pH 8.0, 30&Acirc&degC	Zea mays	4	654547	1.1.1.40C00003	10
1.1.1.40		13.5	C00003	cpd:C00003   NAD+; NAD; Nicotinamide adenine dinucleotide; DPN; Diphosphopyridine nucleotide; Nadide; beta-NAD+	wild-type enzyme, pH 7.0	Zea mays	4	656120	1.1.1.40C00003	10
1.8.7.1		3.65	C00138	cpd:C00138   Reduced ferredoxin; Reduced ferredoxin [iron-sulfur] cluster	using wild type ferredoxin, the reaction mixture contains ferredoxin-NADP+ reductase (100 nM), sulfite reductase (ferredoxin) (800 nM), and sulfite (0.5 mM) in 30 mM potassium phosphate buffer, pH 7.0 and 25 mM NaCl	Zea mays	230	674525	1.8.7.1C00138	10
4.1.3.1		44.5	C00311	cpd:C00311   Isocitrate; Isocitric acid; 1-Hydroxytricarballylic acid; 1-Hydroxypropane-1,2,3-tricarboxylic acid	using wild type ferredoxin, the reaction mixture contains ferredoxin-NADP+ reductase (100 nM), sulfite reductase (ferredoxin) (800 nM), and sulfite (0.5 mM) in 30 mM potassium phosphate buffer, pH 7.0 and 25 mM NaCl	Pinus pinea	242	33123	4.1.3.1C00311	13
1.2.1.13		40	C00236	cpd:C00236   3-Phospho-D-glyceroyl phosphate; 1,3-Bisphospho-D-glycerate; (R)-2-Hydroxy-3-(phosphonooxy)-1-monoanhydride with phosphoric propanoic acid; D-Glycerate 1,3-diphosphate	pH 7.7, 30&degC, native A4 glyceraldehyde 3-phosphate dehydrogenase, reaction with NADH	Chlamydomonas reinhardtii	462	655452	1.2.1.13C00236	18
1.2.1.13		88	C00236	cpd:C00236   3-Phospho-D-glyceroyl phosphate; 1,3-Bisphospho-D-glycerate; (R)-2-Hydroxy-3-(phosphonooxy)-1-monoanhydride with phosphoric propanoic acid; D-Glycerate 1,3-diphosphate	pH 7.7, 30&degC, recombinant A4 glyceraldehyde 3-phosphate dehydrogenase, reaction with NADH	Chlamydomonas reinhardtii	462	655452	1.2.1.13C00236	18
1.2.1.13		223	C00236	cpd:C00236   3-Phospho-D-glyceroyl phosphate; 1,3-Bisphospho-D-glycerate; (R)-2-Hydroxy-3-(phosphonooxy)-1-monoanhydride with phosphoric propanoic acid; D-Glycerate 1,3-diphosphate	pH 7.7, 30&degC, native A4 glyceraldehyde 3-phosphate dehydrogenase, reaction with NADPH	Chlamydomonas reinhardtii	462	655452	1.2.1.13C00236	18
1.2.1.13		419	C00236	cpd:C00236   3-Phospho-D-glyceroyl phosphate; 1,3-Bisphospho-D-glycerate; (R)-2-Hydroxy-3-(phosphonooxy)-1-monoanhydride with phosphoric propanoic acid; D-Glycerate 1,3-diphosphate	pH 7.7, 30&degC, recombinant A4 glyceraldehyde 3-phosphate dehydrogenase, reaction with NADPH	Chlamydomonas reinhardtii	462	655452	1.2.1.13C00236	18
2.7.2.3		28.5	C00197	cpd:C00197   3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	pH 7.9, 25&Acirc&degC, recombinant oxidized wild-type enzyme	Chlamydomonas reinhardtii	181	738628	2.7.2.3C00197	18
2.7.2.3		84.7	C00197	cpd:C00197   3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	pH 7.9, 25&Acirc&degC, recombinant reduced wild-type enzyme	Chlamydomonas reinhardtii	181	738628	2.7.2.3C00197	18
2.7.2.3		28.5	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	pH 7.9, 25&Acirc&degC, recombinant oxidized wild-type enzyme	Chlamydomonas reinhardtii	7	738628	2.7.2.3C00002	18
2.7.2.3		83.4	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	pH 7.9, 25&Acirc&degC, recombinant reduced wild-type enzyme	Chlamydomonas reinhardtii	7	738628	2.7.2.3C00002	18
2.6.1.83	DAPAT_h	19	C00666	cpd:C00666   LL-2,6-Diaminoheptanedioate; LL-2,6-Diaminopimelate; LL-2,6-Diaminopimelic acid	pH 7.6, 30&Acirc&degC	Chlamydomonas reinhardtii	2991	726273	2.6.1.83C00666	18
5.3.1.1		3372	C00118	cpd:C00118   D-Glyceraldehyde 3-phosphate; (2R)-2-Hydroxy-3-(phosphonooxy)-propanal; Glyceraldehyde 3-phosphate	in 100 mM triethanolamine (pH 7.4), at 25&Acirc&degC	Chlamydomonas reinhardtii	139	728349	5.3.1.1C00118	18
1.1.1.41		22.5	C00003	cpd:C00003   NAD+; NAD; Nicotinamide adenine dinucleotide; DPN; Diphosphopyridine nucleotide; Nadide; beta-NAD+	pH 75, 25&Acirc&degC, recombinant His6-tagged enzyme	Micromonas commoda	4	741414	1.1.1.41C00003	18
1.1.1.41		1.4	C00006	cpd:C00006   NADP+; NADP; Nicotinamide adenine dinucleotide phosphate; beta-Nicotinamide adenine dinucleotide phosphate; TPN; Triphosphopyridine nucleotide; beta-NADP+	pH 75, 25&Acirc&degC, recombinant His6-tagged enzyme	Micromonas commoda	6	741414	1.1.1.41C00006	18
2.5.1.19		38.4	C00074	cpd:C00074   Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP	pH 75, 25&Acirc&degC, recombinant His6-tagged enzyme	plant	47	694557	2.5.1.19C00074	10
6.2.1.5		3.6	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	recombinant enzyme, pH 7.4, 30&Acirc&degC recombinant enzyme, pH 7.4, 30&Acirc&degC	Alcanivorax borkumensis	7	726747	6.2.1.5C00002	19
6.2.1.5		1.6	C00010	cpd:C00010   CoA; Coenzyme A; CoA-SH	recombinant enzyme, pH 7.4, 30&Acirc&degC recombinant enzyme, pH 7.4, 30&Acirc&degC	Alcanivorax borkumensis	10	726747	6.2.1.5C00010	19
6.2.1.5		1.1	C00149	cpd:C00149   (S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid; Malate; Malic acid	recombinant enzyme, pH 7.4, 30&Acirc&degC recombinant enzyme, pH 7.4, 30&Acirc&degC	Alcanivorax borkumensis	180	726747	6.2.1.5C00149	19
6.2.1.5		2.7	C00042	cpd:C00042   Succinate; Succinic acid; Butanedionic acid; Ethylenesuccinic acid	recombinant enzyme, pH 7.4, 30&Acirc&degC recombinant enzyme, pH 7.4, 30&Acirc&degC	Alcanivorax borkumensis	54	726747	6.2.1.5C00042	19
4.3.2.1	ArgSCAL_h	4.9	C03406	cpd:C03406   N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid	wild-type enzyme	Anas platyrhynchos	1106	34447	4.3.2.1C03406	19
4.3.2.1	ArgSCAL_h	2930	C03406	cpd:C03406   N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid	wild-type enzyme	Anas platyrhynchos	1106	34442	4.3.2.1C03406	19
1.1.1.40		160	C00149	cpd:C00149   (S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid; Malate; Malic acid		Anas platyrhynchos	180	286723	1.1.1.40C00149	19
2.7.1.20		0.3	C00459	cpd:C00459   dTTP; Deoxythymidine triphosphate; Deoxythymidine 5'-triphosphate; TTP	at 27&degC in 50 mM Tris buffer (pH 7.4) containing 5 mM MgCl2, 50 mM KCl, and 0.2 mM dithiothreitol	Anopheles gambiae	137	721633	2.7.1.20C00459	19
2.7.1.20		0.029	C00212 	cpd:C00212   Adenosine	with CTP as cosubstrate, at 27&degC in 50 mM Tris buffer (pH 7.4) containing 5 mM MgCl2, 50 mM KCl, and 0.2 mM dithiothreitol	Anopheles gambiae	116	721633	2.7.1.20C00212 	19
2.7.1.20		0.035	C00212 	cpd:C00212   Adenosine	with UTP as cosubstrate, at 27&degC in 50 mM Tris buffer (pH 7.4) containing 5 mM MgCl2, 50 mM KCl, and 0.2 mM dithiothreitol	Anopheles gambiae	116	721633	2.7.1.20C00212 	19
2.7.1.20		0.056	C00212 	cpd:C00212   Adenosine	with TTP as cosubstrate, at 27&degC in 50 mM Tris buffer (pH 7.4) containing 5 mM MgCl2, 50 mM KCl, and 0.2 mM dithiothreitol	Anopheles gambiae	116	721633	2.7.1.20C00212 	19
2.7.1.20		0.16	C00212 	cpd:C00212   Adenosine	with ATP as cosubstrate, at 27&degC in 50 mM Tris buffer (pH 7.4) containing 5 mM MgCl2, 50 mM KCl, and 0.2 mM dithiothreitol	Anopheles gambiae	116	721633	2.7.1.20C00212 	19
2.7.1.20		0.63	C00212 	cpd:C00212   Adenosine	with GTP as cosubstrate, at 27&degC in 50 mM Tris buffer (pH 7.4) containing 5 mM MgCl2, 50 mM KCl, and 0.2 mM dithiothreitol	Anopheles gambiae	116	721633	2.7.1.20C00212 	19
2.7.1.20		0.33	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	at 27&degC in 50 mM Tris buffer (pH 7.4) containing 5 mM MgCl2, 50 mM KCl, and 0.2 mM dithiothreitol	Anopheles gambiae	7	721633	2.7.1.20C00002	19
2.7.1.20		1.39	C00044 	cpd:C00044   GTP; Guanosine 5'-triphosphate	at 27&degC in 50 mM Tris buffer (pH 7.4) containing 5 mM MgCl2, 50 mM KCl, and 0.2 mM dithiothreitol	Anopheles gambiae	35	721633	2.7.1.20C00044 	19
2.7.1.20		0.061	C00075 	cpd:C00075   UTP; Uridine 5'-triphosphate; Uridine triphosphate	at 27&degC in 50 mM Tris buffer (pH 7.4) containing 5 mM MgCl2, 50 mM KCl, and 0.2 mM dithiothreitol	Anopheles gambiae	61	721633	2.7.1.20C00075 	19
1.1.1.49		83	C00092	cpd:C00092   D-Glucose 6-phosphate; Glucose 6-phosphate; Robison ester	pH 7.5	Aspergillus aculeatus	99	674379	1.1.1.49C00092	19
5.4.99.5		82	C00251	cpd:C00251   Chorismate; Chorismic acid; (3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate	30&Acirc&degC, pH 7.6	Aspergillus nidulans	182	651936	5.4.99.5C00251	19
5.4.99.5		92	C00251	cpd:C00251   Chorismate; Chorismic acid; (3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate	30&Acirc&degC, pH 7.6, in presence of 0.005 mM tryptophan	Aspergillus nidulans	182	651936	5.4.99.5C00251	19
3.5.1.2		1606	C00152	cpd:C00152   L-Asparagine; 2-Aminosuccinamic acid	at pH 9.0 and 50&Acirc&degC	Aspergillus sojae	231	733187	3.5.1.2C00152	19
3.5.1.2		6249	C00064 	cpd:C00064   L-Glutamine; L-2-Aminoglutaramic acid	at pH 9.0 and 50&Acirc&degC	Aspergillus sojae	96	733187	3.5.1.2C00064 	19
1.1.1.205	IMPDH_c	5.1	C00130	cpd:C00130   IMP; Inosinic acid; Inosine monophosphate; Inosine 5'-monophosphate; Inosine 5'-phosphate; 5'-Inosinate; 5'-Inosinic acid; 5'-Inosine monophosphate; 5'-IMP	pH 8.0, 40&Acirc&degC, recombinant wild-type enzyme	Bacillus amyloliquefaciens	206	740217	1.1.1.205C00130	19
3.2.1.1		19.9	C00369	cpd:C00369   Starch; Glycogen	wild type enzyme, in the presence of 5 mM Ca2+, in 20 mM Tris-HCl buffer (pH 7.2), at 30&Acirc&degC	Bacillus megaterium	189	701772	3.2.1.1C00369	19
3.2.1.1		25.7	C00369	cpd:C00369   Starch; Glycogen	wild type enzyme, in the absence of Ca2+, in 20 mM Tris-HCl buffer (pH 7.2), at 30&Acirc&degC	Bacillus megaterium	189	701772	3.2.1.1C00369	19
4.1.2.13		0.4	C00111	cpd:C00111   Glycerone phosphate; Dihydroxyacetone phosphate; 3-Hydroxy-2-oxopropyl phosphate	pH 7.6, 50&Acirc&degC	Bacillus methanolicus	241	728260	4.1.2.13C00111	19
4.1.2.13		8	C00111	cpd:C00111   Glycerone phosphate; Dihydroxyacetone phosphate; 3-Hydroxy-2-oxopropyl phosphate	pH 7.8, 55&Acirc&degC	Bacillus methanolicus	241	728260	4.1.2.13C00111	19
2.2.1.1		82	C00085	cpd:C00085   D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester	isoform TKTc, at pH 7.5 and 55&Acirc&degC	Bacillus methanolicus	82	735856	2.2.1.1C00085	19
2.2.1.1		112	C00085	cpd:C00085   D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester	isoform TKTp, at pH 7.7 and 55&Acirc&degC	Bacillus methanolicus	82	735856	2.2.1.1C00085	19
4.1.2.13		0.56	C00118	cpd:C00118   D-Glyceraldehyde 3-phosphate; (2R)-2-Hydroxy-3-(phosphonooxy)-propanal; Glyceraldehyde 3-phosphate	pH 7.6, 50&Acirc&degC	Bacillus methanolicus	139	728260	4.1.2.13C00118	19
4.1.2.13		12.6	C00118	cpd:C00118   D-Glyceraldehyde 3-phosphate; (2R)-2-Hydroxy-3-(phosphonooxy)-propanal; Glyceraldehyde 3-phosphate	pH 7.8, 55&Acirc&degC	Bacillus methanolicus	139	728260	4.1.2.13C00118	19
2.2.1.1		48	C00118	cpd:C00118   D-Glyceraldehyde 3-phosphate; (2R)-2-Hydroxy-3-(phosphonooxy)-propanal; Glyceraldehyde 3-phosphate	isoform TKTp, at pH 7.7 and 55&Acirc&degC	Bacillus methanolicus	139	735856	2.2.1.1C00118	19
2.2.1.1		99	C00118	cpd:C00118   D-Glyceraldehyde 3-phosphate; (2R)-2-Hydroxy-3-(phosphonooxy)-propanal; Glyceraldehyde 3-phosphate	isoform TKTc, at pH 7.5 and 55&Acirc&degC	Bacillus methanolicus	139	735856	2.2.1.1C00118	19
3.6.3.14		17	C00008	cpd:C00008   ADP; Adenosine 5'-diphosphate	pH not specified in the publication, 30&Acirc&degC	Bacillus sp.	8	719458	3.6.3.14C00008	19
3.6.3.14		390	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	wild type enzyme, at 25&Acirc&degC, pH not specified in the publication	Bacillus sp.	7	734265	3.6.3.14C00002	19
3.6.3.14		16	C00009 	cpd:C00009   Orthophosphate; Phosphate; Phosphoric acid; Orthophosphoric acid	pH not specified in the publication, 30&Acirc&degC	Bacillus sp.	12	719458	3.6.3.14C00009 	19
2.7.4.3		0.053	C00020	cpd:C00020   AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate	wild-type, pH 7.2, 35&Acirc&degC	Bacillus subtilis	9	694945	2.7.4.3C00020	19
