locus_id	mean_6h	mean_8h	mean_12h	mean_18h	std_dev_6h	std_dev_8h	std_dev_12h	std_dev_18h
AT3G13560	1.4246114133	1.1650055553	1.5423218833	1.367420085	0.0962116391	0.0310785366	0.2745522092	0.123974736
AT3G13580	1.0549989907	0.9636096297	0.928855024	0.9585169743	0.0219365577	0.0128949743	0.0627283905	0.0237523309
AT3G13670	1.257547112	1.2022169537	1.1102868883	1.5008456747	0.0959368678	0.2462819503	0.0426529599	0.1711158698
AT3G13740	1.8392816757	2.053885193	1.43748695	1.208332459	0.2428237547	0.2775314313	0.35947073	0.0777900108
AT3G13750	1.2635327327	0.979617244	0.9024709137	1.150148185	0.0758931986	0.0367723818	0.0882223731	0.1330085545
AT3G13772	0.6754610547	0.6170566443	0.731223158	0.7255673087	0.0458590534	0.0051382476	0.089909076	0.0541077437
AT3G13800	0.7582389853	0.702005476	0.8566656573	0.800570323	0.0841687881	0.0084917296	0.0087403493	0.021387599
AT3G13860	1.4319807407	1.601432252	1.6209775577	1.214956446	0.119560476	0.0726915003	0.1141157196	0.0757331007
AT3G13870	0.990467905	0.9037640213	0.9749919783	1.1119466853	0.0549246394	0.0695445277	0.0210796735	0.085139166
AT3G13920	1.217846694	1.1181878793	1.0778807397	1.060105232	0.0932709558	0.105287243	0.0246816925	0.0758241756
AT3G13930	1.0813391677	1.253476059	1.4799454867	1.171204196	0.0891189787	0.035159615	0.0497974096	0.0541800576
AT3G14010	1.3470855333	1.3375631777	1.3216988067	1.4015786063	0.1351709751	0.0405301197	0.1272929442	0.1568814231
AT3G14067	0.9816412297	0.905327089	1.1446388373	1.486932825	0.0372963606	0.044591275	0.0289818981	0.2039810283
AT3G14100	1.3546723583	1.2748092197	1.3536948877	1.150122536	0.1664323787	0.2612348827	0.2428832457	0.093569107
AT3G14110	0.9985827283	0.9642928703	0.9444869473	0.8490878097	0.0703782027	0.0180427073	0.077248722	0.0181855851
AT3G14120	1.4655583037	1.1607250057	1.19929069	1.0444449977	0.035319951	0.0650933535	0.0535849144	0.0624683425
AT3G14210	0.9568411393	0.958492339	1.002825656	1.06384739	0.0195605551	0.0397583704	0.0378005	0.1026309072
AT3G14240	1.0325963523	1.012762294	1.1563313467	1.173362422	0.1355043188	0.1298040941	0.0973829909	0.1856373261
AT3G14310	0.7968657623	0.7748722043	0.8258068907	1.000131693	0.0244484109	0.0520785406	0.0155547386	0.083126031
AT3G14390	1.3545755547	1.243563143	1.169354653	1.1274984563	0.0770393166	0.2155600805	0.0684149047	0.1112992256
AT3G14415	1.0164228923	0.9460080033	0.957442735	1.0321276027	0.0454732912	0.0694566663	0.0459749399	0.0970050535
AT3G14420	1.0414232153	0.9680833247	0.9688539593	1.0746718433	0.0345989436	0.0779851228	0.0520454274	0.0892831744
AT3G14600	0.9272434667	0.886765109	0.9661848887	0.8178356153	0.0676774131	0.0289822198	0.1233899485	0.0597104457
AT3G14650	1.6023533723	1.5478811267	1.410853666	1.4040928073	0.08420304	0.2038722407	0.1369318342	0.0739452478
AT3G14690	1.221536975	1.148658375	0.9440448493	0.9553891847	0.1444959971	0.0911023541	0.0970039741	0.0949412667
AT3G14790	1.0395047733	1.0672545787	1.1973504393	1.1954270593	0.0448153109	0.0243087688	0.1122872808	0.194757681
AT3G14840	1.1901992897	1.1384026107	1.3095223447	1.1320680877	0.0302433536	0.0250675895	0.0809255875	0.1120848976
AT3G14900	1.6694603433	1.561281455	1.31238072	1.2381636847	0.0899567107	0.06902949	0.1076611467	0.1440870434
AT3G14930	1.2077814363	1.1192248367	1.0838143217	1.0861523673	0.0155260987	0.0449842311	0.0568355051	0.0435363968
AT3G14940	0.7776749073	0.8682438187	1.0380105303	0.848084627	0.0112316278	0.0327801222	0.0428954073	0.1457434129
AT3G14990	1.2126262013	1.0985965053	1.1002560207	1.3374201293	0.0510434259	0.0632851603	0.0657335737	0.2222064171
AT3G15000	1.145506031	1.046822917	0.9606875697	0.9385564543	0.0683031513	0.0790560756	0.0251784413	0.0943366281
AT3G15010	1.169070346	0.9728172367	0.8803052323	1.0148618727	0.0936766168	0.0814175541	0.0694493515	0.1243557895
AT3G15020	1.2012372013	1.3223499513	1.2704449037	1.348020085	0.0495944912	0.0813441924	0.0334363978	0.0315905623
AT3G15090	1.0327988943	1.003589494	1.0695335887	0.9210627303	0.0415930842	0.0177556084	0.2373901772	0.0786550209
AT3G15180	1.0656042483	1.009388649	1.1532108197	1.1123894893	0.0878202758	0.1435294369	0.0358056519	0.067561479
AT3G15190	1.112219542	1.0808838003	1.0322716763	0.8967162537	0.0219862709	0.0202764499	0.0392224942	0.0077535309
AT3G15260	0.4149995933	0.442017608	0.428574507	0.7472622537	0.1095713307	0.0173800891	0.0653444308	0.0971040034
AT3G15290	0.8882434763	1.1270186167	1.0016116253	1.021025694	0.1009961338	0.0488905643	0.0761382337	0.0611746119
AT3G15356	1.1800252373	0.954777488	0.6883363707	0.8514543563	0.0549071376	0.0275090709	0.1001296884	0.0311441883
AT3G15360	1.1057821447	1.09008884	1.2194472187	1.165523509	0.0041763862	0.0225817769	0.0345864788	0.0309915621
AT3G15380	1.1692367127	1.126038507	1.197155395	1.045626137	0.0881374053	0.0869967167	0.1536464497	0.0203817137
AT3G15410	0.8982126563	0.8611756677	0.8639413827	0.858950434	0.0883190386	0.0704639538	0.1741587504	0.0320735922
AT3G15520	0.9386310667	0.908600934	0.8967764917	0.8478899853	0.0276868394	0.0485272893	0.0251795147	0.052299417
AT3G15590	1.1019297047	0.9233953193	1.234643362	1.263485678	0.067732736	0.1164456722	0.1656423306	0.0728269256
AT3G15660	0.9192329043	0.9131437887	0.918823323	0.979773684	0.0856211984	0.0414988892	0.0706341526	0.0249803376
AT3G15680	0.9907076373	1.0221777717	1.0401928557	0.9958056047	0.0545997888	0.0200891046	0.1114397824	0.0286402387
AT3G15690	1.0685637517	1.2236876433	1.12367534	1.0501169117	0.0908548534	0.0987043351	0.0125727033	0.0597815814
AT3G15730	1.0531936917	1.0505927053	1.203565506	1.1340029837	0.035240125	0.0199984255	0.0439639391	0.0628516623
AT3G15840	1.2626937643	1.391882835	2.0824286323	2.36119718	0.2894990055	0.10834926	0.3453386765	0.6184242598
AT3G15880	1.5515529683	1.298648773	1.4155183517	1.2375857837	0.0424690723	0.087087078	0.0913240102	0.1499938952
AT3G15950	1.497492752	1.1017301503	1.0358558097	0.8436764703	0.0737811371	0.07326342	0.0604247247	0.0480149095
AT3G15980	1.0314690703	0.9391543463	1.0892043117	1.0805015337	0.0378663022	0.0259128617	0.0940516868	0.0459421561
AT3G16000	0.9651683113	0.9279466777	1.205602331	1.2402779923	0.0507387331	0.028568342	0.0240752541	0.16658809
AT3G16050	0.887451577	0.8595301717	0.933487768	0.9964996173	0.0427516306	0.0200434552	0.0214535716	0.0630091077
AT3G16110	1.540936189	1.6205325173	1.4984322943	1.160174137	0.1493738557	0.228859935	0.1723598895	0.1713564213
AT3G16140	0.9489757007	1.0404302727	0.9955458677	1.043914014	0.0524753428	0.0448718092	0.0909102385	0.0406843468
AT3G16240	1.5775907673	1.5651357863	1.308572661	0.9925402617	0.0434314788	0.0974825292	0.0969374211	0.1028698242
AT3G16260	1.385499631	1.1283196917	1.0079282717	0.8744544033	0.0719661933	0.0776956717	0.0938331147	0.0578284729
AT3G16270	1.338249594	1.2163882567	1.2528692277	1.300153266	0.0721566881	0.0089659142	0.1236904924	0.1293531422
AT3G16290	1.28115515	1.2045856717	1.408636044	1.171109142	0.016252054	0.0828015649	0.0679290426	0.1013131452
AT3G16370	1.3940889687	1.3772690387	1.31647704	1.2417318693	0.0356863802	0.0556364831	0.0373374003	0.0495191022
AT3G16400	1.4999156623	1.379871051	1.3079724607	1.0772133357	0.218942111	0.165359514	0.0947543157	0.0655688431
AT3G16410	1.181744379	1.3363012	1.7956445837	2.329553428	0.0847087424	0.1289736499	0.1552927111	0.281044885
AT3G16420	1.344745904	1.156382829	0.941803181	0.7674360073	0.0560388887	0.0597326328	0.0753962113	0.02450366
AT3G16460	1.687362075	1.4045436363	1.2452703257	0.9804590067	0.055148252	0.0818952746	0.0912139923	0.0685081364
AT3G16470	0.967986483	0.9325651073	1.081474759	1.3599614123	0.01995141	0.0676945907	0.0683017325	0.119391897
AT3G16480	1.288724446	1.2336103737	0.7326214617	0.773457302	0.2887823018	0.1493828884	0.0372189365	0.0313935725
AT3G16520	1.414148355	1.2374274837	1.0754346177	1.0853217187	0.0393947578	0.0885116883	0.0475239777	0.1038323642
AT3G16530	1.0654443287	1.075852492	0.889833909	1.1772973103	0.0918263182	0.0923190541	0.1077826971	0.0238324017
AT3G16630	1.0362362043	0.9309466327	0.9486056757	0.977039179	0.0671306152	0.0213756026	0.0593428799	0.0487289018
AT3G16640	1.0318150937	1.0120222347	0.9706218757	0.9444382517	0.0059787231	0.0158507973	0.0396202088	0.0401597717
AT3G16780	0.9374395657	0.8313633437	0.8932302223	0.773704849	0.0301096848	0.0593489006	0.0652221875	0.0009771356
AT3G16810	1.0777036877	1.0546276527	1.0520639203	0.9504352163	0.0495117135	0.0192240085	0.0643789564	0.1066772475
AT3G16830	1.865522045	1.383645918	1.300518556	1.0918927687	0.1488489827	0.0635103558	0.0854422379	0.1149297359
AT3G16850	0.8979449563	0.8421133953	1.1354241937	1.2184682163	0.0571544843	0.0473816778	0.1369195217	0.1418716732
AT3G16910	0.793150519	0.866425664	1.0554018143	1.3638735097	0.0168419894	0.0233273413	0.0529548576	0.0890460727
AT3G16950	2.0919346873	1.960403829	1.6163898827	1.1722049387	0.300824463	0.2184145916	0.1074614032	0.079075328
AT3G17020	0.903974222	0.8770618473	0.9955858483	1.0053301977	0.0505830254	0.0180042831	0.0558683675	0.0338582792
AT3G17040	1.385562761	1.2816437383	1.1514748543	1.3407152887	0.0693833205	0.0668104652	0.052770988	0.1935153464
AT3G17205	1.1889458813	1.0716106083	1.1782887977	1.1750611767	0.084291016	0.0539133888	0.062883824	0.0939628774
AT3G17210	1.1141930933	1.0942734597	1.0957830157	1.0721292283	0.0569582676	0.0164190099	0.0394684041	0.070173837
AT3G17240	1.190063751	1.1353072037	1.2830524733	1.111571487	0.0854178109	0.0417838366	0.070102746	0.0347420644
AT3G17390	0.9806089713	0.8817501153	0.828828292	0.8136972733	0.0331013756	0.057186376	0.0298407822	0.0295149986
AT3G17465	1.2484270633	1.1677900397	1.0668489417	1.0504683167	0.0600119036	0.0513711055	0.0869241032	0.0263723571
AT3G17590	0.7522660697	0.909037016	0.782481425	0.744802996	0.1868373887	0.0434907778	0.1249520159	0.3368504381
AT3G17750	0.902756066	0.768726193	1.0248085933	0.6684443877	0.0732558639	0.0631482405	0.1799795336	0.112425973
AT3G17770	0.9149242593	0.8713992633	1.1000717717	0.973138423	0.0882007758	0.0543377028	0.0599191746	0.2027335265
AT3G17810	1.1216877597	1.0221829573	1.0482847647	1.11584638	0.0686819473	0.0886977963	0.0638094899	0.0885050755
AT3G17820	1.1390274133	0.9641404903	1.0123426263	0.9872334853	0.0263232077	0.099927331	0.0419745282	0.0536734754
AT3G17840	1.1868658497	1.2310339193	1.6155752463	1.5105438817	0.0517085752	0.0961479535	0.2165607763	0.1371038584
AT3G17850	0.9991672407	1.0322713943	1.1007983647	1.0180278923	0.0308263626	0.0657271446	0.1821498281	0.0351981709
AT3G17880	1.417071023	1.536542721	1.8077249413	1.4038307207	0.2465174385	0.2076367992	0.2076255236	0.0528954102
AT3G17900	1.0397595813	1.0240909957	1.23469794	1.2494150233	0.0652823344	0.0156712267	0.0465239988	0.0977169027
AT3G17930	1.077253367	1.005683933	1.002555645	1.02761376	0.0576500453	0.0495935127	0.0419420526	0.0792055811
AT3G17940	1.109027969	1.0151586397	1.0912193567	1.1503547627	0.0211810561	0.1113440719	0.0517203027	0.061141553
AT3G17970	1.1679541733	1.1281225	1.100715753	1.2363639503	0.0585293142	0.0318681546	0.0340341324	0.0986990184
AT3G18000	0.6411675877	1.0162638053	1.0684146083	0.711404714	0.0096964012	0.0940583884	0.077744768	0.0387341957
AT3G18035	1.0216786887	0.9273044257	1.0460276797	1.0260963997	0.0789972181	0.0604082285	0.0412774146	0.0646691775
AT3G18060	0.9895231367	1.0033312313	1.30017051	1.3743305273	0.0206093467	0.0093421163	0.0651186555	0.2212704996
AT3G18080	2.0903743733	2.166229647	1.7710179413	1.3865141103	0.1920043455	0.034488772	0.2275044682	0.0586898529
AT3G18110	1.1622925533	1.2136638633	1.061549204	1.0223157053	0.0718749009	0.1225679535	0.1321409727	0.1352167209
AT3G18130	1.0541300333	1.003399813	0.9796543223	0.8778909567	0.0098586211	0.0153553627	0.0272293915	0.0078360021
AT3G18165	1.180695107	1.173512184	1.0160756243	1.0006175347	0.0222831072	0.0405114585	0.1558584068	0.0763013312
AT3G18190	1.291929892	1.335216872	1.216423142	0.9852943517	0.0498553201	0.0773347255	0.0503809961	0.0380444018
AT3G18290	0.990993718	1.394216287	1.2330679493	1.4601785187	0.1123676764	0.0817149291	0.1085841202	0.2803609132
AT3G18390	1.812928237	1.367294599	1.1412597693	0.914891405	0.0401301882	0.1035657999	0.0549025126	0.0079996216
AT3G18420	0.8996984937	0.9476812837	1.0611450323	1.083629992	0.1118962526	0.0096330929	0.0867907183	0.1299729705
AT3G18480	0.582114935	0.611089917	0.5674914843	0.6045029047	0.0636835108	0.0272799827	0.0710086094	0.0584235039
AT3G18490	1.1343905063	0.9707391727	0.841758886	0.8405644053	0.0260311783	0.0907478798	0.0330918421	0.0384887641
AT3G18520	0.992486606	0.7644083	0.889240491	0.8540265047	0.1879241253	0.0806751659	0.1229785898	0.0619073273
AT3G18600	1.310557376	1.3070426783	1.0625428607	0.9700765277	0.1082297991	0.0890376878	0.0524855085	0.0067892577
AT3G18680	0.8642785487	0.883436902	0.8316986897	0.823670045	0.0468699529	0.0122670408	0.0485614507	0.0251158289
AT3G18740	0.9430674623	0.9449428383	0.9769173273	0.900046223	0.0356864839	0.0344667021	0.0545487128	0.003566084
AT3G18780	0.8577636883	0.781324531	0.6966648803	0.759830957	0.0111152383	0.0354361255	0.0820063964	0.1055856002
AT3G18790	1.2012608927	0.9306446043	0.768604554	0.6118481353	0.1008942876	0.1342359348	0.069334741	0.1405004947
AT3G18820	0.8886515017	0.8515498933	0.9228436457	0.8919277347	0.049155192	0.0561204145	0.2092543446	0.0351980433
AT3G18860	1.0425221057	0.9527752687	1.147922747	1.1121799583	0.1215431433	0.0303267324	0.0209918561	0.0914978586
AT3G18890	1.2845646663	1.1575972667	1.285047017	1.311421807	0.009624637	0.0337716962	0.0841339127	0.0728286066
AT3G18940	0.8027847443	0.7645802317	0.933134208	0.8943731983	0.1533602192	0.0184134438	0.0696847951	0.098127567
AT3G19010	0.960743327	0.9119391437	0.8407307787	0.9142663933	0.0375622582	0.090113189	0.1077066085	0.1002888094
AT3G19170	1.2654166847	1.1700596193	1.2582931723	1.2075895617	0.0418951234	0.039686868	0.0622974177	0.0655738263
AT3G19240	1.007875645	1.096971806	1.636034388	1.2688093	0.2222661459	0.0540000856	0.177159337	0.1188719887
AT3G19340	1.891488719	2.6973250637	1.9488604683	1.6379502553	0.3661809262	0.1660802902	0.0864620855	0.1759212107
AT3G19420	1.3899304923	1.279100449	1.4425042687	1.173889581	0.081382544	0.0743892659	0.138258844	0.0722495385
AT3G19450	1.4251534867	1.2792071917	1.111097502	0.9811838103	0.0195259054	0.070063341	0.0197010038	0.0508181981
AT3G19480	1.1878676573	1.222642346	1.3136535803	1.149291157	0.0769311976	0.0608748448	0.0854261648	0.0337502776
AT3G19710	0.870474493	1.139284251	1.685863285	1.860978926	0.0194573034	0.0332187818	0.0923725797	0.0689949989
AT3G19720	1.5149287813	1.1831051527	1.1005822777	1.2417025017	0.2784545893	0.1771032433	0.0195874493	0.1713214774
AT3G19760	1.2007012323	1.0637542973	1.1436313493	1.0015826747	0.034941489	0.1781064591	0.0975450155	0.0731329034
AT3G19770	0.7448901357	0.657815857	0.801040988	1.01280123	0.0917892149	0.0831199676	0.1383000202	0.0876687884
AT3G19780	1.4068286487	1.5660850017	1.5555853647	1.218000426	0.046927201	0.0741219989	0.2081594106	0.1152012928
AT3G19810	1.018465581	1.0511620197	0.9904604693	0.9950041623	0.0859859156	0.0565956607	0.1922450051	0.1581458538
AT3G19820	1.2418712283	1.1345686153	1.1684924613	1.200885565	0.0241099388	0.0302100163	0.0543845578	0.1214694842
AT3G19870	1.4453568647	1.193591218	1.3010650187	1.223281632	0.1176364215	0.113312076	0.0830566381	0.1055964103
AT3G19960	1.003739555	0.8356487883	0.863271422	0.8762530773	0.0591537978	0.0609665663	0.0092293031	0.0705542557
AT3G19980	0.973366725	0.9512697417	1.2018212567	0.8636202283	0.0276589991	0.0363719274	0.438449033	0.0589452019
AT3G19990	0.8233808037	0.779862756	0.908353888	1.1482510737	0.003870542	0.0504528235	0.0621565929	0.1423199248
AT3G20000	1.1008943907	1.0679141423	1.025012674	0.968094986	0.0820508758	0.024811816	0.063159238	0.0200809981
AT3G20050	1.0949538273	1.0667912367	1.0877876183	0.9526371367	0.062529778	0.0243510046	0.0185778183	0.0268612076
AT3G20240	1.2169785737	1.3000483163	1.1446691427	1.1838328797	0.0897670948	0.1264036893	0.1355867302	0.0186305132
AT3G20320	0.9358085943	0.9183726177	0.946293231	0.942764594	0.0372983963	0.0198945865	0.0663360315	0.0244724299
AT3G20330	1.0076346207	1.0763862397	1.1434538363	1.156629815	0.0388604034	0.0356213471	0.0679611614	0.031791935
AT3G20390	0.8717757137	0.9336684033	1.1025197957	1.144311413	0.0409822637	0.019810495	0.0519552329	0.0287010115
AT3G20440	1.7881612317	1.383983654	1.1307830207	0.943782766	0.10854344	0.0699126806	0.0754950081	0.0064279035
AT3G20510	0.979778814	1.3187852687	1.044706702	1.5529167393	0.4252876332	0.3319479106	0.41933648	0.1212670849
AT3G20630	1.3263252703	1.2114258033	1.2771215643	1.2673943813	0.0253880348	0.0758739654	0.0315876201	0.0863424033
AT3G20670	1.6013849763	1.313494123	1.2012125007	0.922838093	0.1294728825	0.0741527115	0.0374342305	0.0821119077
AT3G20680	1.0193089993	1.1559183023	1.075257269	1.2320522803	0.2205185489	0.0935627852	0.0887950712	0.0758587559
AT3G20720	0.725790817	0.5610740973	0.5340877577	0.9035260017	0.1318350474	0.0406784677	0.1179859448	0.0699806634
AT3G20790	1.0424837153	0.927248611	0.9263076433	1.121291305	0.0198897176	0.0824693478	0.0200251294	0.0934575516
AT3G20800	0.8792665997	0.8828169343	0.8385378017	1.023055153	0.0862466062	0.0218804282	0.1292439048	0.0120199875
AT3G20810	0.4913149803	0.5101114317	1.169611536	1.8709840263	0.0348163102	0.0336192122	0.0511900324	0.1586502421
AT3G20820	1.6904068683	1.279098113	1.009600432	0.9722452833	0.0311512514	0.0684839784	0.0715436988	0.1482927447
AT3G20970	1.0598760457	0.9515022293	1.0036583983	1.0626468137	0.0637304606	0.0245793762	0.0693331193	0.0133907191
AT3G21110	1.232699598	1.0576993697	0.9911833117	0.985047683	0.0382214304	0.0961713336	0.0285901023	0.0199457248
AT3G21140	1.1508389457	1.0924390753	1.1611526463	1.088434711	0.0407881394	0.0221221563	0.1042679414	0.0702791447
AT3G21190	1.002108802	0.929268649	0.9289265323	0.973660047	0.0116330894	0.1060293335	0.0247009892	0.0814509947
AT3G21200	0.9605130443	0.903232569	0.8387369873	0.8621041673	0.0239727194	0.0297760609	0.0554913877	0.0180735046
AT3G21215	1.4239325993	1.2602050073	1.1738507587	1.2322256237	0.082404744	0.0700836807	0.1382710443	0.0992331526
AT3G21250	1.06663816	1.1978387583	1.447573446	1.821808306	0.0537114052	0.0759615654	0.1863251259	0.0909788374
AT3G21360	1.3409926973	1.1712374663	1.1391122917	1.2991214023	0.0841651951	0.0743697311	0.1429582549	0.0792959954
AT3G21540	1.0024507413	1.0363656503	0.9153662893	0.8025550683	0.0603209663	0.0537199605	0.0403737895	0.0483973393
AT3G21750	1.1584876523	0.9495296817	1.004395544	1.1398476657	0.2093351621	0.1163966589	0.0955856922	0.1955356986
AT3G21790	1.089145793	1.149492789	1.148346831	1.2497344153	0.0738341717	0.2033013202	0.0395511319	0.1381146384
AT3G21865	1.033787456	1.061530394	1.0202883423	1.0248773687	0.0361873786	0.0425585637	0.0646344176	0.011143456
AT3G22110	1.0017355387	0.941793077	0.9690807373	0.9683313583	0.0211788787	0.0465866285	0.0180732954	0.0138006317
AT3G22120	5.0867800493	4.4154237557	1.717772463	1.3863020197	1.8655863738	0.5834970015	0.2413041765	0.4535463671
AT3G22150	1.1985610937	1.3971074563	1.3161757	1.0945759343	0.1231063882	0.0446409706	0.1245825069	0.073809488
AT3G22200	1.3107094073	1.219682451	1.1816196847	1.166365911	0.0906939789	0.0903035507	0.0076533277	0.0360835038
AT3G22220	1.3364370377	1.1709755757	1.1185197433	1.087039983	0.0574961056	0.0383971612	0.0189865785	0.0466357013
AT3G22230	1.051518128	1.0034850823	0.9260730303	0.8698202943	0.0466928634	0.0742542205	0.016865304	0.0293471369
AT3G22270	0.8566174073	1.1624011137	1.1548105257	1.0144854033	0.1611165512	0.1886965411	0.2097829205	0.0620440025
AT3G22330	2.47875134	2.583672498	2.5071665253	2.0007667927	0.4247715495	0.2860228535	0.1271713865	0.1121944734
AT3G22370	1.255559553	1.2167679453	1.7974573663	2.2451030527	0.1158251215	0.0822149523	0.27641547	0.1054128511
AT3G22520	1.0454394647	1.057392649	1.123612899	1.12599256	0.0220117142	0.0156372512	0.1476977411	0.0557076172
AT3G22850	0.63159119	0.7088192837	0.801675506	0.962295934	0.0524294785	0.0655686287	0.0879664533	0.0494612932
AT3G22890	0.9767042933	0.9849156823	1.0936836747	1.202625527	0.0476897498	0.0762968992	0.0360158121	0.1044007895
AT3G22960	1.259900568	1.175132317	1.2061846357	1.201151792	0.0242846873	0.0494481208	0.0345129728	0.0954798953
AT3G22980	1.1950528163	1.0366407027	1.0928666773	0.9507664203	0.0097259872	0.0625556538	0.1072598112	0.057303543
AT3G23300	0.806267239	0.9542331267	1.3598913763	1.2892540127	0.1082764176	0.0892931488	0.0545190742	0.2524631875
AT3G23390	1.1041949833	1.031841839	1.1856922453	1.0059261953	0.0746943361	0.1269487131	0.0314791307	0.0108517491
AT3G23400	0.8997117393	0.8739720413	0.9706171353	1.0067430627	0.0090271963	0.020607089	0.036801077	0.0109177296
AT3G23410	2.5120573433	2.9329244817	1.880942194	2.311896281	0.250769988	0.2277857528	0.0977036328	0.6492175992
AT3G23490	1.0373106293	1.0046935007	0.996269211	0.98501105	0.0051048477	0.0159028915	0.0312901776	0.0297108649
AT3G23530	1.3839103747	1.2223146567	1.1928505053	1.128254069	0.1493264749	0.0119056918	0.0639277885	0.1069764257
AT3G23570	0.9284448007	0.9929817097	1.2296806333	1.650488971	0.0271922133	0.0330393398	0.0487553206	0.0727783053
AT3G23580	1.490194017	1.6973977547	1.4118424053	1.2032942987	0.1362657926	0.0358109014	0.1404776127	0.1213605788
AT3G23590	1.7094340307	1.6198782417	1.4483437697	1.2193474137	0.2048940387	0.0792509325	0.1934519813	0.0766858859
AT3G23600	0.9790606383	0.980332606	1.0887130827	1.1939216777	0.0036764608	0.0338359589	0.0249317654	0.0460380705
AT3G23620	1.009374611	0.9766858487	0.8844857603	0.7066517223	0.0282777964	0.0252907603	0.0738761744	0.050302495
AT3G23640	1.096683218	1.170568892	1.0424051397	0.890196948	0.106617958	0.1158256437	0.1435833807	0.0894212986
AT3G23660	1.2526742323	1.8014258273	1.9409958087	1.473485465	0.1813060343	0.1408651498	0.2300602267	0.1294225119
AT3G23700	1.4070087483	1.204188657	1.0484196437	1.014135778	0.0809866361	0.0465697677	0.0414472543	0.038615383
AT3G23750	1.2915990757	1.162489242	1.3199242297	1.1453254283	0.129673985	0.1172915857	0.1333782216	0.1887970864
AT3G23810	1.253753841	1.1559538577	1.0966948947	1.007639986	0.0543361305	0.086853337	0.0279312223	0.0164535
AT3G23820	1.238122772	1.0872034263	0.970773565	1.0374159957	0.028877999	0.0960270919	0.0686585087	0.0335914278
AT3G23920	1.097585395	1.026921781	1.2012101767	1.1974885373	0.0662654635	0.0368165	0.1399406555	0.0963252784
AT3G23940	0.9736179127	0.9463882877	1.0418227317	1.008712817	0.0239690839	0.0195667187	0.0210637036	0.0233432663
AT3G23980	0.7171806117	0.8570795407	0.831955725	0.737906241	0.0383983291	0.1102717476	0.1375417024	0.0917885103
AT3G23990	1.0304593647	0.949369822	0.9080214327	1.117711024	0.0213593989	0.0122460123	0.0303621719	0.0514921579
AT3G24090	1.0019831343	0.8588949723	1.095697861	1.1636732457	0.2462694563	0.048848382	0.0663577688	0.1723187535
AT3G24160	0.9276300077	1.0121085503	1.0578954087	1.190255825	0.0643164097	0.0232520683	0.0989191466	0.0181414896
AT3G24170	1.1921305543	1.259726377	1.4088372787	1.1908898147	0.1053288982	0.0595793733	0.0565402373	0.0350503031
AT3G24190	1.0904400023	1.110610505	1.0016645057	1.0986106827	0.0321748877	0.0180824624	0.0502080246	0.0622620368
AT3G24315	0.453155608	0.5348403013	0.700118628	0.8299910367	0.0693359838	0.0205040174	0.0882739608	0.0939955627
AT3G24350	1.3486998297	1.4473654603	1.3035674907	1.1699147757	0.1206542713	0.0800592869	0.1504368396	0.0398296451
AT3G24430	1.095352344	1.122504927	1.2933881817	1.106614675	0.0064008313	0.0603132735	0.0398812434	0.0059990367
AT3G24503	1.0999362883	1.1969184857	1.2095207227	1.1650425913	0.0618524328	0.0389760447	0.0508615582	0.0500921504
AT3G24590	1.5554144413	1.3390554007	1.3425832627	1.258523255	0.0743777623	0.0359896994	0.0802910067	0.0777551325
AT3G24830	0.9592921223	0.9388471633	0.9229106627	0.8326746243	0.0381447064	0.0238198334	0.0685467729	0.0224925547
AT3G25110	0.8781242007	0.862290542	0.8603272903	0.8744313493	0.0553479993	0.0532166813	0.0913040808	0.0806201223
AT3G25140	0.665384368	0.6676701763	0.8571555017	1.0393167007	0.0366191986	0.0173745029	0.1099410777	0.1744049925
AT3G25150	0.9805960283	1.0123554267	1.301913948	1.3693221147	0.0840463576	0.0423749341	0.0813604295	0.1031624664
AT3G25230	1.1706272347	1.2109083827	1.2959447653	1.1749477137	0.0609355987	0.0808470996	0.0967685605	0.0892340942
AT3G25480	1.120626265	1.0597758617	1.0155363387	1.039988648	0.0718726525	0.009415895	0.024147341	0.0606249891
AT3G25520	0.8447275593	0.8197320187	0.7200645487	0.7295137787	0.0341280285	0.0223314643	0.020402827	0.0220733963
AT3G25530	0.9320668507	0.935763395	0.957565462	0.970068667	0.0249216543	0.0186522332	0.041425789	0.0393563309
AT3G25545	1.487449715	1.4709496087	1.2296665297	1.2287422657	0.0659876234	0.0187443989	0.0420284866	0.0577246392
AT3G25660	1.127169022	1.1751618253	1.340447312	1.1167728017	0.1536114372	0.0802659494	0.0535197261	0.0582954001
AT3G25680	1.0323530423	0.9050605643	1.31285202	1.154449513	0.1453261124	0.0934713862	0.3007777408	0.1738809798
AT3G25690	0.861803803	0.7944411893	0.686146493	0.7952250603	0.0659137561	0.0357268367	0.0638232419	0.0740762554
AT3G25760	1.275790351	1.084389045	0.9743131383	0.9490605107	0.0525708112	0.0757148387	0.0720811732	0.1460841386
AT3G25770	0.7407055367	0.7751347303	0.8773039333	0.961631916	0.055032435	0.0265770653	0.0368864288	0.1356646284
AT3G25800	1.1544011933	1.0945825373	1.238896831	1.217579605	0.1504968596	0.0453137279	0.0976465999	0.1008174581
AT3G25860	1.268288712	1.1237700693	1.1466729243	1.0652923283	0.046052653	0.0176538638	0.0076151085	0.0180962759
AT3G25920	1.082338722	1.0128965433	1.0121518967	0.9056242077	0.0201447209	0.0232680971	0.0853490009	0.0390513909
